NADER M. BANKI,SAN FRANCISCO,15,21,,10,38,banki
MARK A. MARRAMA,ALAMEDA,32,27,,11,43,marrama
SHAOJUN WANG,RICHMOND,29,80,,14,64,wang
STEPHEN P. SHEERIN,SANTA ROSA,,156,,16,79,sheerin
JOHN E. SPAULDING,EMERYVILLE,,266,,17,82,spaulding
DEBORAH E. COLINA,LARKSPUR,9,315,,19,99,colina
KAREN L. FEENEY,SAN FRANCISCO,,216,,17,82,feeney
PHILIP C. LEE,SANTA CLARA,27,79,,14,64,lee
EDWARD H. LIPTON,SAN MATEO,,13,,11,43,lipton
KEVIN D. BOBROWSKY,VALLEJO,20,40,,12,49,bobrowsky
ROBERT A. MARTIN,MARYSVILLE,,657,,18,91,martin
HARRISION J. ALTER,OAKLAND,,40,,-1,5,alter
MICHAEL J. HARRINGTON,NAPA,46,150,,16,79,harrington
MELISSA TOM,BERKELEY,,160,,6,23,tom
ROGER NACOUZI,SANTA ROSA,,360,,18,91,nacouzi
ANDREW A. HERRING,OAKLAND,,95,,4,17,herring
SCOTT F. LEE,SANTA ROSA,,350,,15,70,lee
M. STELLA PIERRE,OAKLAND,24,57,,13,58,pierre
WILLIAM F. KAMMERER,DALY CITY,,214,,17,82,kammerer
SUSHIL V. KARMARKAR,WALNUT CREEK,30,15,,9,34,karmarkar
ERIN L. WENTZIEN,SAN JOSE,15,226,,17,82,wentzien
RYAN J. KEEFE,SAN JOSE,,40,,13,58,keefe
FREDERICK D. PITTS,OAKLAND,,20,,1,11,pitts
PAUL A. HANNA,WALNUT CREEK,20,108,,15,70,hanna
MICHAEL J. JUGO,BERKELEY,,76,,5,20,jugo
KEVIN D. BRANDSTETTER,SAN FRANCISCO,,171,,17,82,brandstetter
NAOMI A. MCAULIFFE,SANTA ROSA,13,14,,-2,3,mcauliffe
ERICA J. LEWIS,MOUNTAIN VIEW,6,118,,5,20,lewis
CHARLOTTE HU,SAN JOSE,36,129,,15,70,hu
RON DIECKMANN,OAKLAND,,76,,5,20,dieckmann
MY-NGHI LO,SOUTH SAN FRANCISCO,16,32,,11,43,lo
DAVID H. BERMAN,GREENBRAE,44,220,,14,64,berman
SHAILAN B. SHAH,SANTA CLARA,15,45,,12,49,shah
TERRENCE H. LIU,OAKLAND,28,31,,3,15,liu
ARIEL MARKS,REDWOOD CITY,,492,,18,91,marks
ANDY W. LEE,FAIRFIELD,7,238,,2,13,lee
ALICE D. HUNTER,WALNUT CREEK,,25,,11,43,hunter
TAYLOR J. HOLVE,SAN FRANCISCO,9,21,,10,38,holve
ERIC C. WEINTZ,HAYWARD,,307,,17,82,weintz
NICHOLAS GAVIN,OAKLAND,,19,,1,11,gavin
JEFFREY L. SOBEL,WALNUT CREEK,23,23,,10,38,sobel
MERRILL A. CHANDLER,CASTRO VALLEY,,278,,18,91,chandler
ROBERT F. HUXOL,EMERYVILLE,,438,,18,91,huxol
RAMESH LINGAMNENI,REDWOOD CITY,,27,,11,43,lingamneni
MY PHUONG N. MITARAI,SAN JOSE,11,255,,18,91,mitarai
GREGORY P. VICTORINO,OAKLAND,23,25,,14,64,victorino
BERENICE PEREZ,OAKLAND,,58,,0,8,perez
JAMES J. JANG,SAN JOSE,15,91,,14,64,jang
THOMAS E. SCHUTZ,ANTIOCH,22,166,,17,82,schutz
JASON S. BRYANT,SANTA CLARA,13,319,,18,91,bryant
DANIEL D. PRICE,OAKLAND,22,143,,5,20,price
GEORGE COHEN,BURLINGAME,50,155,,15,70,cohen
MELISSA J. LYNCH,GILROY,,308,,17,82,lynch
ROBERT J. COLVIN,SAN FRANCISCO,15,11,5000,1,11,colvin
GARY D. MACGREGOR,REDWOOD CITY,,237,,17,82,macgregor
STEVEN L. ANTON,SAN PABLO,38,429,,17,82,anton
MATEO GO,SAN JOSE,,37,,12,49,go
SHERYL GARRETT,SAN FRANCISCO,23,14,,8,30,garrett
DAVID J. SULCINER,SAN RAFAEL,24,45,,12,49,sulciner
MICHELLE L. KATZAROFF,VACAVILLE,8,13,,6,23,katzaroff
STEPHAN SCHRAGER,OAKLAND,,122,,6,23,schrager
BRUCE D. WAPEN,BURLINGAME,,257,,6,23,wapen
GEORGE R. OLDHAM,REDWOOD CITY,,535,,18,91,oldham
VICTOR H. WU,SAN JOSE,19,696,,19,99,wu
BRIAN C. HINRICHSEN,BERKELEY,,18,,12,49,hinrichsen
ANGELA WESTLAKE,EMERYVILLE,,13,,11,43,westlake
ROBERT S. HELLER,HAYWARD,44,15,,9,34,heller
GEETA R. SINGH,SAN JOSE,28,326,,8,30,singh
JENNIFER M. STARLING,OAKLAND,,12,,-1,5,starling
ELLEN J. KILLEBREW,RICHMOND,49,1834,,7,28,killebrew
MICHAEL BACHIK,WALNUT CREEK,,156,,15,70,bachik
JAHAN FAHIMI,OAKLAND,8,42,,1,11,fahimi
JEFF T. CHEN,BERKELEY,,479,,-2,3,chen
XIUSHUI REN,SAN FRANCISCO,13,35,,12,49,ren
CELESTE O. SPILLANE,VALLEJO,32,51,,13,58,spillane
NABIL K. ABUDAYEH,CASTRO VALLEY,29,119,,17,82,abudayeh
DYLAN A. EASLEY,OAKLAND,,401,,8,30,easley
FAUSAN S. TSAI,WALNUT CREEK,11,52,,13,58,tsai
BJOERN LAURBERG,SAN RAFAEL,23,41,,12,49,laurberg
WILLIAM S. CHUNG,SAN FRANCISCO,30,121,,-7,1,chung
VALERIE A. VIGIL,GILROY,11,154,,16,79,vigil
SCOTT H. YANG,SANTA ROSA,15,35,,12,49,yang
DANIEL P. BUHLER,WALNUT CREEK,,179,,17,82,buhler
JEFFREY W. DIETZ,GREENBRAE,,181,,17,82,dietz
DAVID A. BIRDSALL,WALNUT CREEK,20,202,,17,82,birdsall
EMMELINE F. HOU,VACAVILLE,13,33,,12,49,hou
TERRY J. ANDERSON,OAKLAND,29,27,,11,43,anderson
PYRA M. AARDEN,MARTINEZ,,28,,-4,19,aarden
APARAJITA SOHONI,OAKLAND,,15,,3,49,sohoni
ARTHUR C. COHN,GREENBRAE,,127,,9,79,cohn
FREDERICK W. BIALY,VALLEJO,,16,,-5,14,bialy
TINGTING C. KO,SAN PABLO,16,154,,11,91,ko
EILDA PORTILLO,EMERYVILLE,,27,,9,79,portillo
DAVID A. LILIENSTEIN,WALNUT CREEK,11,11,,-6,7,lilienstein
MICHAEL CHAFFIN,CONCORD,,13,,-6,7,chaffin
EDWARD HARD,SAINT HELENA,,201,,0,36,hard
MARY C. REGAN,SAN JOSE,,28,,-5,14,regan
DOUGLAS W. WHITE,OAKLAND,,121,,7,66,white
WILLIAM D. BUSBY,FREMONT,,190,,11,91,busby
KIM L. FEIGON,SOUTH SAN FRANCISCO,,14,,-6,7,feigon
JAMES K. KEANEY,SAN LEANDRO,39,465,,2,43,keaney
RONN M. BERROL,OAKLAND,,18,,3,49,berrol
GREGORY A. GROETSEMA,SAN JOSE,38,102,,9,79,groetsema
STEPHANIE SANDOVAL,SAN MATEO,,14,,4,53,sandoval
KERLEN J. CHEE,SOUTH SAN FRANCISCO,,12,,-6,7,chee
JOSHUA A. VERA,SAN JOSE,,56,,-1,31,vera
NEIL H. ZELIN,OAKLAND,,105,,9,79,zelin
JENNIFER K. ROSSI,REDWOOD CITY,,457,,0,36,rossi
REYNALDO M. BULAON,ANTIOCH,,40,,10,86,bulaon
JEFFREY CROWDER,SOUTH SAN FRANCISCO,,250,,0,36,crowder
STEVE M. SORNSIN,OAKLAND,,58,,7,66,sornsin
HANG TRUONG,HAYWARD,,42,,11,91,truong
RANDY D. PI,SAN JOSE,18,15,,-8,3,pi
KATE M. GLADMAN,MOUNTAIN VIEW,,28,,8,72,gladman
TABITHA DONIACH,SANTA ROSA,12,27,,6,61,doniach
KIARASH NAMDARAN,OAKLAND,,12,,-6,7,namdaran
CORYN I. MAYERSON,WALNUT CREEK,,35,,-3,24,mayerson
ADAM H. SHIFFMAN,EMERYVILLE,,50,,11,91,shiffman
CHARLES T. CLEMONS,LAFAYETTE,,36,,-2,27,clemons
HOANG K. DO,SARATOGA,,37,,-4,19,do
KAREN A. PARKER,MARYSVILLE,,29,,-4,19,parker
CHANH DO,SANTA ROSA,15,13,,-6,7,do
THERESA PANKOWSKI,SAN JOSE,,31,,5,57,pankowski
DIANE G. MIMRAN,SAN RAMON,15,108,,-1,31,mimran
THOMAS F. CATRON,OAKLAND,9,16,,-5,14,catron
ELIZABETH A. WILSON,SAN JOSE,,21,,4,53,wilson
KATHLEEN A. REGACHO,ANTIOCH,6,22,,7,66,regacho
HELMUT W. MEISL,SAN JOSE,,307,,1,40,meisl
STEVEN P. WHITELEY,VALLEJO,,19,,-4,19,whiteley
ROBERT LANDMAN,SANTA ROSA,,78,,5,57,landman
ELIZABETH KWAN,OAKLAND,10,102,,-2,27,kwan
ROBERT M. DUCHYNSKI,SANTA ROSA,,17,,-5,14,duchynski
VANDANA PATEL,SAN JOSE,,39,,-5,14,patel
DAVID R. ROTH,WALNUT CREEK,,12,,-6,7,roth
NAVEENPAL S. BHATTI,FREMONT,,67,,8,72,bhatti
AMY C. DENNIS,OAKLAND,8,12,,-9,1,dennis
MICHAELA SHEPPHARD,PETALUMA,,42,,6,61,shepphard
JARED R. GREENHOLZ,OAKLAND,,73,,8,72,greenholz
AMARJIT S. DOSANJH,SAN FRANCISCO,12,13,,-5,14,dosanjh
JANET H. YOUNG,ANTIOCH,12,71,,13,96,young
KARIN H. MOLANDER,BURLINGAME,18,178,,0,36,molander
EDWARD M. WEST,SANTA ROSA,41,138,,-1,31,west
JOHN W. MOREHOUSE,OAKLAND,,12,,3,49,morehouse
ERIC R. SNOEY,OAKLAND,,72,,16,99,snoey
STEPHEN A. KAHN,SONOMA,,69,,10,86,kahn
RICHARD M. NAIDUS,SAN FRANCISCO,,42,,8,72,naidus
SUSANNE J. PRINCE,HAYWARD,,15,,-5,14,prince
GEORGE E. WETTACH,SAN JOSE,,136,,9,79,wettach
JOSEPH M. GRONDAHL,VALLEJO,17,15,,5,57,grondahl
DAOUD HAMIDI,EMERYVILLE,,33,,10,86,hamidi
STEPHEN G. ANDERKA,SAN FRANCISCO,,33,,7,66,anderka
VERONIQUE L. AU,OAKLAND,13,173,,15,99,au
JUDITH A. SEARGEANT-HOLMES,EMERYVILLE,,56,,2,43,seargeant-holmes
MICHAEL F. OVERFIELD,WALNUT CREEK,,39,,-2,27,overfield
LORENA D. NOGOSEK,SAN JOSE,,32,,9,79,nogosek
RANDEEP SINGH,SAN FRANCISCO,,333,,4,53,singh
MICHAEL A. KOHN,BURLINGAME,,111,,3,49,kohn
GERALD R. FRIES,SAN FRANCISCO,,13,,2,43,fries
CODY S. SKAGGS,SAN FRANCISCO,,34,,7,66,skaggs
EDWIN CARLSON,SAINT HELENA,,29,,-6,7,carlson
PAMELA J. STUART,GILROY,,12,,2,43,stuart
KEITH E. LORING,SAN FRANCISCO,,139,,9,79,loring
GORTON LEE,OAKLAND,,15,,4,53,lee
ALLAN J. BRODY,BURLINGAME,22,174,,0,36,brody
MICHAEL P. CHIN,SAN JOSE,11,140,,-2,27,chin
SONIA SHARMA,SAN JOSE,,31,,-2,27,sharma
DAVID E. DALLAFIOR,SAN FRANCISCO,,400,,2,43,dallafior
SHAWNNA SOPP,CAMPBELL,,35,,-1,31,sopp
ALAN BARON,SANTA ROSA,,113,,-1,31,baron
COLLEEN A. JOHNSON,PLEASANTON,13,95,,9,79,johnson
CHRISTOPHER K. SKAFF,ANTIOCH,,34,,6,61,skaff
LAWRENCE H. GETTLER,SAN MATEO,,49,,7,66,gettler
MICHAEL O'CONNOR,SAN FRANCISCO,33,117,,-2,27,o'connor
MICHELLE LEE,MARTINEZ,,41,,-4,19,lee
ETHAN E. BODLE,OAKLAND,,18,,-5,14,bodle
MICHELLE R. FLEURAT,OAKLAND,,41,,7,66,fleurat
JAMES DAVEY,OAKLAND,,44,,12,95,davey
VICKI S. MARTINEZ,SAN RAFAEL,27,13,,3,49,martinez
ANJALI GUPTA,BERKELEY,12,15,,4,53,gupta
HEIDI F. QUEEN,DALY CITY,,43,,6,61,queen
THOMAS D. SPRINKLE,NAPA,,89,,10,86,sprinkle
DAVID C. BENNER,CASTRO VALLEY,,70,,0,36,benner
ROBERT J. STEIN,SAN RAFAEL,35,15,,4,53,stein
MARK A. ALDERDICE,DALY CITY,,31,,7,66,alderdice
JUDITH E. PECK,VALLEJO,15,25,,-3,24,peck
SETH A. KAUFMAN,FAIRFIELD,12,41,,15,99,kaufman
MICHAEL SHAFER,SAN FRANCISCO,,31,,5,57,shafer
ANDREW T. WONG,HAYWARD,11,14,,-6,7,wong
MELISSA M. CHANCELLOR,BERKELEY,,171,,10,86,chancellor
JEREMY D. TILLIM,SAN LEANDRO,29,40,,6,61,tillim
SUNIL A. BHOPALE,REDWOOD CITY,,11,,-9,1,bhopale
BARRY E. GUSTIN,ALAMEDA,,49,,7,66,gustin
JASON C. BATEMAN,VALLEJO,16,13,,-6,7,bateman
SARAH M. KELMENSON-CHAU,BERKELEY,,376,,2,43,kelmenson-chau
ANGELA C. LOH,SAN JOSE,15,13,,-6,7,loh
BETTY Z. CHU,FREMONT,15,17,,-5,14,chu
DAVID K. ENGLISH,OAKLAND,30,99,,17,100,english
RICHARD Z. RODRIGUEZ,HAYWARD,,18,,-5,14,rodriguez
KURT H. KUNZEL,SAN RAFAEL,39,73,,13,96,kunzel
DAVID K. DOOSTAN,OAKLAND,,18,,-5,14,doostan
MELISSA K. MIDDLETON RAMSAY,OAKLAND,,13,,-6,7,middleton ramsay
JACOB BENFORD,SAN JOSE,,627,,2,43,benford
PETER J. TEICHMAN,SAN RAFAEL,,15,,3,49,teichman
SEAN NORRIS,ANTIOCH,,64,,7,66,norris
SAMANTHA K. HONNER,OAKLAND,,21,,4,53,honner
TODD KESSINGER,SAN FRANCISCO,19,53,,7,66,kessinger
KETAN H. PATEL,REDWOOD CITY,,94,,9,79,patel
STEPHEN D. CADY,SAN PABLO,14,173,,12,95,cady
FRANK ZEIDAN,FREMONT,,59,,8,72,zeidan
JAMES E. BURGESS,PLEASANTON,16,11,,-3,24,burgess
JAMES A. HIRSHBERG,BERKELEY,,58,,9,79,hirshberg
ROBERT B. BOWYER,SAN FRANCISCO,,50,,7,66,bowyer
DAVID H. SCHIFF,VALLEJO,,12,,-6,7,schiff
LOUIS C. RIVERA,OAKLAND,,234,,15,99,rivera
DAX GRICE,SAN JOSE,,36,,-4,19,grice
DANIEL S. PINE,VALLEJO,,18,,-8,3,pine
RENATA YOUNG,ANTIOCH,,72,,12,95,young
CHUONG TRAN,SAN JOSE,,25,,-3,24,tran
CHARLES A. NEUMANN,EL CERRITO,39,60,,7,66,neumann
EDWARD S. KLOFAS,LOS GATOS,,185,,13,96,klofas
JOHN E. RAMPULLA,SAN PABLO,36,158,,11,91,rampulla
KELLY H. SHIMOKUSU,SAN FRANCISCO,19,62,,8,72,shimokusu
JAMES S. KIRCHBERG,OAKLAND,,21,,-4,19,kirchberg
CAMA C. GARCIA,SAN JOSE,,20,,-7,6,garcia
CYNTHIA L. FLORES,SAN JOSE,,23,,-5,14,flores
STUART B. SHIKORA,CONCORD,41,289,,1,40,shikora
SUZANNE MELLO,LOS GATOS,,12,,-7,6,mello
KRISTEN L. HAVENS,EMERYVILLE,,75,,8,72,havens
HARTWELL N. LIN,CONCORD,19,126,,11,91,lin
DESMOND E. CARSON,VALLEJO,20,240,,10,86,carson
CHRISTOPHER J. PILACZYNSKI,FAIRFIELD,,58,,8,72,pilaczynski
KAREN J. PRICE,SAN JOSE,,77,,8,72,price
DAVID A. ORENBERG,FREMONT,,46,,8,72,orenberg
LAKSHMI YERNENI,SAN MATEO,,11,,-7,6,yerneni
RABIATU ABDULLAH,HAYWARD,,16,,-5,14,abdullah
TRANG LUONG,SAN JOSE,,66,,12,95,luong
DOUGLAS C. HARRIS,SAN RAFAEL,,12,,-6,7,harris
KYLE D. HOLMES,FAIRFEILD,28,151,,-1,31,holmes
ELIZABETH M. OCONNOR,WALNUT CREEK,,134,,9,79,oconnor
MEGAN Q. MAZUR,EMERYVILLE,,24,,8,72,mazur
MARKUS T. LEONG,SOUTH SAN FRANCISCO,,13,,-8,3,leong
JEFFREY A. TABAS,SAN FRANCISCO,,27,,6,61,tabas
MICHAEL B. WOLFE,LOS GATOS,18,133,,-1,31,wolfe
SILAS M. PATLOVE,SAN PABLO,,69,,9,79,patlove
MONICA ROSENTHAL,OAKLAND,35,111,,1,40,rosenthal
THOMAS C. MCCOY,MARTINEZ,,35,,3,49,mccoy
AARON S. GOLDFARB,HAYWARD,,13,,-6,7,goldfarb
SANDRA S. STEFFENSON,CONCORD,,220,,1,40,steffenson
SEAN WORMUTH,VALLEJO,20,23,,-14,1,wormuth
JEREMY S. ORVIK,OAKLAND,,105,,9,79,orvik
CECILY M. REYNOLDS,OAKLAND,,11,,3,49,reynolds
CONNIE TENG,MOUNTAIN VIEW,12,17,,6,61,teng
STEVEN M. CARDEY,NAPA,,538,,2,43,cardey
TRAVIS J. HEINING,SAN JOSE,14,124,,16,99,heining
ROBERT S. VENABLE,SAN JOSE,,241,,19,100,venable
MARSHA L. MUELLER,EMERYVILLE,,119,,-1,31,mueller
ERIC M. PADUA,OAKLAND,9,14,,-6,7,padua
SCOTT T. LANDECK,OAKLAND,,28,,5,57,landeck
JODI L. ADAMS,SAN FRANCISCO,,182,,1,40,adams
LAURA A. COOK,SAN JOSE,27,101,,11,91,cook
ALLEN J. MORINI,VALLEJO,27,11,,-9,1,morini
ALAI ALVAREZ,SAN JOSE,7,160,,-2,27,alvarez
ERIC OTANI,ALAMEDA,,154,,0,36,otani
TOSHI HIRAOKA,FAIRFIELD,16,295,,-1,31,hiraoka
CHARLES V. MAGEE,SANTA ROSA,36,301,,-1,31,magee
SHIRLEY I. STIVER,SAN FRANCISCO,,21,,5,57,stiver
ARIELLA JESSEL,OAKLAND,,56,,7,66,jessel
ROBERT V. BUEHL,SAN FRANCISCO,,37,,11,91,buehl
BRIAN SAAVEDRA,SAN JOSE,,369,,1,40,saavedra
JUDITH L. DETHLEFS,LOS GATOS,,129,,0,36,dethlefs
HOWARD N. CROY,OAKLAND,,14,,3,49,croy
LISA HUNG,SAN JOSE,16,35,,-2,27,hung
MICHAEL G. LUCAS,WALNUT CREEK,15,12,,-6,7,lucas
PHILLIP PICCININI,SAN FRANCISCO,12,160,,0,36,piccinini
MICHAEL C. PARK,MOUNTAIN VIEW,,103,,9,79,park
BARBIE J. BARRETT,BURLINGAME,38,91,,9,79,barrett
ROCHELLE A. EGGLESTON PHILAPIL,CASTRO VALLEY,,45,,6,61,eggleston philapil
ALBERT SAE,PETALUMA,,11,,-6,7,sae
ERIC C. HSIA,RICHMOND,,12,,3,49,hsia
BENJAMIN S. LERMAN,OAKLAND,,55,,9,79,lerman
CAITLIN H. BAILEY,OAKLAND,7,61,,8,72,bailey
KELLY L. HEATH,SAN MATEO,,13,,-8,3,heath
GREGG A. LETSINGER,REDWOOD CITY,,11,,-6,7,letsinger
KEVIN J. MORRISSEY,FREMONT,,141,,9,79,morrissey
SUZANNE M. MILLER,REDWOOD CITY,,41,,10,86,miller
NAAZ A. MALEK,EMERYVILLE,,11,,2,43,malek
EDGAR E. VARGAS,NAPA,,28,,5,57,vargas
JOEL STETTNER,ALAMEDA,43,54,,7,66,stettner
GARY W. TAMKIN,OAKLAND,22,43,,3,49,tamkin
PRENTICE D. STEFFEN,SAN FRANCISCO,28,30,,0,36,steffen
TIMOTHY S. SMITH,NAPA,,99,,9,79,smith
BARRY C. SIMON,OAKLAND,34,16,,3,49,simon
CHARLES J. KUTNER,SAN JOSE,,22,,-4,19,kutner
ERIC D. ISAACS,SAN FRANCISCO,,114,,-2,27,isaacs
TAN K. NGUYEN,HAYWARD,,113,,11,91,nguyen
RACHEL L. CHIN,SAN FRANCISCO,,25,,6,61,chin
TIFFANY A. PURVIS,SAN JOSE,,43,,6,61,purvis
CYNTHIA S. PENN-DUECKER,PLEASANTON,29,56,,7,66,penn-duecker
ROBERT C. CLEMENTS,OAKLAND,,97,,-1,31,clements
PHUNG THAI,MOUNTAIN VIEW,,59,,7,66,thai
ABIGAIL R. PEASE,OAKLAND,,304,,15,99,pease
DANICA N. BARRON,SOUTH SAN FRANCISCO,,13,,3,49,barron
YENTING CHEN,BERKELEY,,45,,-4,19,chen
CHAD ANDERSON,ANTIOCH,,171,,11,91,anderson
JAMES C. SHIEH,ANTIOCH,35,371,,2,43,shieh
JENNIFER V. RYERSON,MOUNTAIN VIEW,,38,,10,86,ryerson
ROBERT T. GALBRAITH,SANTA ROSA,,14,,-6,7,galbraith
HAROLD W. WILKIE,SAN RAMON,,52,,7,66,wilkie
SEAN PARKIN,OAKLAND,,73,,9,79,parkin
OSMAN WAGILLA,EMERYVILLE,,73,,-1,31,wagilla
MICHAEL A. GARCIA,ANTIOCH,,32,,9,79,garcia
JOEL S. KAHN,VALLEJO,33,138,,4,53,kahn
LEIF A. JOHNSON,ALAMEDA,,105,,11,91,johnson
MELANIE R. WATTS,OAKLAND,,90,,-3,24,watts
ROBERT M. RODRIGUEZ,SAN FRANCISCO,27,22,,5,57,rodriguez
ROBERT JAGGER,LAFAYETTE,,79,,8,72,jagger
PHILIP K. HURST,SAN JOSE,30,178,,-1,31,hurst
VIRAJ S. LAKDAWALA,SAN FRANCISCO,,113,,0,36,lakdawala
DAN E. FOX,MOUNTAIN VIEW,,75,,10,86,fox
THOMAS B. MILLER,NAPA,,61,,-2,27,miller
CHARLES R. REPPE,HAYWARD,,218,,10,86,reppe
ASHLEY L. MINE,SAN JOSE,,37,,-2,27,mine
WALTER E. SHORES,SAN JOSE,,90,,8,72,shores
MARGARET L. SALMON,SAN FRANCISCO,8,163,,0,36,salmon
ROBERT J. WEINGARTEN,WALNUT CREEK,36,13,,-6,7,weingarten
LAURA M. FOSTER,OAKLAND,,21,,-4,19,foster
STEVEN N. BAILEY,OAKLAND,7,29,,6,61,bailey
JENNIFER S. JOHNSON,DALY CITY,11,13,,-6,7,johnson
MADELINE B. DEUTSCH,SAN FRANCISCO,13,57,,7,66,deutsch
ROSALIND D. MITCHELL,VALLEJO,,148,,9,79,mitchell
GABRIEL WESTHEIMER,HAYWARD,,99,,9,79,westheimer
PAUL T. BRUSASCHETTI,VACAVILLE,,47,,-3,24,brusaschetti
STEVEN M. LEE,SOUTH SAN FRANCISCO,22,13,,-6,7,lee
BRUCE A. MARTS,WALNUT CREEK,15,16,,-5,14,marts
MICHAEL ARATOW,SAN MATEO,29,26,,-4,19,aratow
ELLIOT NIPOMNICK,SAN FRANCISCO,36,60,,13,96,nipomnick
KHOI A. LAM,SAN JOSE,23,773,,6,61,lam
JOSEPH T. MCCORMICK,ANTIOCH,,48,,7,66,mccormick
DAG SHAPSHAK,VALLEJO,,16,,3,49,shapshak
CAESAR R. DJAVAHERIAN,FAIRFIELD,12,47,,16,99,djavaherian
KRISTOPHER T. CHILES,OAKLAND,5,13,,-8,3,chiles
DENNIS S. STEMPLER,DALY CITY,31,37,,8,72,stempler
HARRY B. ANDREWS,FREMONT,,153,,4,53,andrews
TARA K. EBBS,SAN JOSE,,11,,-9,1,ebbs
LESLIE FITZGIBBONS,CONCORD,21,203,,1,40,fitzgibbons
RICHARD BODONY,NOVATO,26,54,,13,96,bodony
ANGELA C. PASSANISI,SAN JOSE,,46,,6,61,passanisi
KENDRA L. JACOBSON,CONCORD,,84,,8,72,jacobson
BENOY J. THOMAS,REDWOOD CITY,16,19,,-4,19,thomas
SHANNON MOFFETT,OAKLAND,8,17,,0,36,moffett
ROBERT L. BELL,BERKELEY,,150,,9,79,bell
CHRISTOPHER R. DUTRA,OAKLAND,,264,,1,40,dutra
RITESH R. BHANDARI,OAKLAND,,15,,-8,3,bhandari
WILLIAM R. TOMKIEWICZ,SAN FRANCISCO,32,17,,4,53,tomkiewicz
JASON MARTIN,MOUNTAIN VIEW,,16,,-6,7,martin
JAY W. GOLDBERG,SONOMA,19,113,,10,86,goldberg
NOUSHAFARIN N. TALEGHANI,BURLINGAME,,81,,-1,31,taleghani
ROBERT D. ARGAND,BURLINGAME,,61,,2,43,argand
JULIANNE M. ZIMLICH,MOUNTAIN VIEW,,11,,2,43,zimlich
ROBIN D. SERRAHN,SAN FRANCISCO,,126,,10,86,serrahn
DAVID FELDMAN,HANWARD,14,87,,10,86,feldman
DON L. MCINTYRE,DALY CITY,37,67,,8,72,mcintyre
KATHERINE KELLY,MARYSVILLE,,14,,2,43,kelly
STANFORD K. ISHIHARA,OAKLAND,,21,,-4,19,ishihara
DOUGLAS A. WHITE,OAKLAND,,83,,10,86,white
ROBERT E. OLSON,MARYSVILLE,,107,,9,79,olson
DAVID M. BALDINI,VALLEJO,26,12,,-9,1,baldini
FREDRIC GOUGH,FAIRFIELD,36,190,,-1,31,gough
PATRICIA K. BRUENS,SANTA ROSA,33,15,,-5,14,bruens
ULI K. CHETTIPALLY,SOUTH SAN FRANCISCO,,14,,2,43,chettipally
JACK J. CHOI,WALNUT CREEK,,13,,-6,7,choi
NEIL L. MARKUS,VALLEJO,,19,,-7,6,markus
JOHN MARTIN,FREMONT,,124,,11,91,martin
MATTHEW A. NOWLIS,SAN PABLO,17,81,,8,72,nowlis
ARMANDO SAMANIEGO,EMERYVILLE,26,98,,8,72,samaniego
MATTHEW REHRER,OAKLAND,,11,,-6,7,rehrer
JAMES J. MCLEAN,VACAVILLE,,147,,-2,27,mclean
RICHARD N. KIRK,NAPA,15,13,,-8,3,kirk
HIEN T. NGUYEN,SAN JOSE,21,22,,-14,1,nguyen
RYAN P. LAMB,BURLINGAME,15,95,,9,79,lamb
LESLIE E. GRAHAM,SONOMA,,71,,8,72,graham
JOSEPH W. WOO,SAN FRANCISCO,23,73,,9,79,woo
SARAH M. EKBERG,CONCORD,,32,,5,57,ekberg
ARTHUR SORRELL,SAN FRANCISCO,,66,,8,72,sorrell
SUZANNE C. JENSEN,BURLINGAME,13,63,,2,43,jensen
HERBERT E. HERN,OAKLAND,23,117,,11,91,hern
CAROL L. HSU,SAN JOSE,,19,,4,53,hsu
MARILYN S. DEVRIES,ALAMEDA,,62,,7,66,devries
KATHLEEN L. ROTH,OAKLAND,,13,,2,43,roth
JULIUS A. KAPLAN,SAN ANSELMO,,108,,0,36,kaplan
WILLIAM H. BIRDSONG,OAKLAND,,14,,-9,1,birdsong
DOUGLAS J. EVANS,SAN FRANCISCO,,339,,14,98,evans
GORDON S. CHEW,VALLEJO,,11,,-6,7,chew
TRISH N. STEPHENS,ANTIOCH,,91,,-2,27,stephens
FRANK RUIZ,REDWOOD CITY,,15,,-8,3,ruiz
JOHN R. COLLEN,WALNUT CREEK,,19,,-6,7,collen
ANNA R. CARL,SAN JOSE,,27,,5,57,carl
KIMBERLY A. SCHRAGE,SAN RAFAEL,15,19,,5,57,schrage
RAND E. LITTLE,SAN JOSE,,113,,-1,31,little
AMBER M. LEHMANN,EMERYVILLE,,50,,5,57,lehmann
JEFFREY S. POWERS,MENLO PARK,,30,,-5,14,powers
JEFFREY B. LENCHNER,FREMONT,,548,,6,61,lenchner
ALAN H. GLADMAN,MOUNTAIN VIEW,47,87,,8,72,gladman
ANTONIO D. MUTO-ISOLANI,ALAMEDA,15,84,,8,72,muto-isolani
ISIS A. LALAND,HEALDSBURG,,91,,9,79,laland
DANIEL MANTUANI,OAKLAND,7,130,,-1,31,mantuani
ERICA L. IVANS,SAN FRANCISCO,,154,,9,79,ivans
GUISOU MAHMOUD,EMERYVILLE,16,171,,2,43,mahmoud
CARL R. SPITZER,GREENBRAE,25,65,,7,66,spitzer
MARC NELSON,OAKLAND,,13,,-9,1,nelson
JENNA A. TIMM,OAKLAND,15,12,,3,49,timm
KRISTA HUERTA,RICHMOND,,19,,-4,19,huerta
